DATE,WEEK,DRIVER_NBR,t1,t2
2020-10-05,41,2001.0,196.63833333333335,196.63833333333335
2020-10-05,41,2006.0,318.2366666666667,318.2366666666667
2020-10-05,41,2019.0,337.23,337.23
2020-10-05,41,2026.0,180.75666666666666,180.75666666666666
2020-10-05,41,2040.0,338.3983333333333,338.3983333333333
2020-10-05,41,2047.0,228.83666666666667,228.83666666666667
2020-10-05,41,2057.0,170.20833333333334,170.20833333333334
2020-10-05,41,2068.0,322.42,322.42
2020-10-05,41,2072.0,222.69166666666666,222.69166666666666
2020-10-05,41,2120.0,196.63833333333335,196.63833333333335
2020-10-05,41,2149.0,329.34833333333336,329.34833333333336
2020-10-05,41,2158.0,315.18,315.18
2020-10-05,41,2167.0,335.345,335.345
2020-10-05,41,10124.0,74.36666666666666,74.36666666666666
2020-10-05,41,10228.0,99.67333333333333,99.67333333333333
2020-10-05,41,14340.0,204.92,204.92
2020-10-05,41,14347.0,163.60666666666668,163.60666666666668
2020-10-05,41,14417.0,144.27833333333334,144.27833333333334
2020-10-05,41,15083.0,94.07499999999999,94.07499999999999
2020-10-05,41,15102.0,72.56,72.56
2020-10-05,41,15103.0,62.646666666666675,62.646666666666675
2020-10-05,41,15107.0,161.19666666666666,161.19666666666666
2020-10-05,41,15110.0,95.75,95.75
2020-10-05,41,15112.0,151.32833333333332,151.32833333333332
2020-10-05,41,15138.0,78.36333333333334,78.36333333333334
2020-10-05,41,15143.0,148.35,148.35
2020-10-05,41,15150.0,840.9016666666666,840.9016666666666
2020-10-05,41,15151.0,127.61333333333334,127.61333333333334
2020-10-05,41,15161.0,206.695,206.695
2020-10-05,41,15173.0,88.73833333333334,88.73833333333334
2020-10-05,41,15176.0,166.18166666666667,166.18166666666667
2020-10-05,41,15213.0,102.82499999999999,102.82499999999999
2020-10-05,41,15223.0,102.82499999999999,102.82499999999999
2020-10-05,41,15228.0,103.1,103.1
2020-10-05,41,15243.0,121.53999999999999,121.53999999999999
2020-10-05,41,15245.0,119.92333333333335,119.92333333333335
2020-10-05,41,15246.0,74.36666666666666,74.36666666666666
2020-10-05,41,15274.0,92.25833333333333,92.25833333333333
2020-10-05,41,15277.0,139.36833333333334,139.36833333333334
2020-10-05,41,15305.0,29.06,29.06
2020-10-05,41,15343.0,743.165,743.165
2020-10-05,41,15347.0,134.375,134.375
2020-10-05,41,15358.0,125.66833333333334,125.66833333333334
2020-10-05,41,15369.0,139.36833333333334,139.36833333333334
2020-10-05,41,15376.0,92.95833333333333,92.95833333333333
2020-10-05,41,15377.0,96.22,96.22
2020-10-05,41,15383.0,121.53999999999999,121.53999999999999
2020-10-05,41,15392.0,958.57,958.57
2020-10-05,41,15398.0,60.688333333333325,60.688333333333325
2020-10-05,41,15401.0,117.92333333333335,117.92333333333335
2020-10-05,41,15405.0,127.57000000000001,127.57000000000001
2020-10-05,41,15408.0,943.6716666666667,943.6716666666667
2020-10-05,41,15414.0,660.7933333333334,660.7933333333334
2020-10-05,41,15415.0,190.45166666666665,190.45166666666665
2020-10-05,41,15422.0,121.41666666666666,121.41666666666666
2020-10-05,41,15423.0,113.72999999999999,113.72999999999999
2020-10-05,41,15428.0,97.79333333333334,97.79333333333334
2020-10-05,41,15431.0,136.52166666666668,131.16833333333335
2020-10-05,41,15432.0,102.82499999999999,102.82499999999999
2020-10-05,41,15435.0,119.93666666666667,119.93666666666667
2020-10-05,41,15436.0,119.33833333333332,119.33833333333332
2020-10-05,41,15446.0,113.72999999999999,113.72999999999999
2020-10-05,41,15450.0,131.24333333333334,131.24333333333334
2020-10-05,41,15451.0,121.53999999999999,121.53999999999999
2020-10-05,41,15457.0,786.6133333333335,786.6133333333335
2020-10-05,41,15459.0,59.06666666666666,59.06666666666666
2020-10-05,41,15460.0,140.065,140.065
2020-10-05,41,15479.0,190.33666666666667,190.33666666666667
2020-10-05,41,15486.0,153.55999999999997,153.55999999999997
2020-10-05,41,15488.0,114.20833333333331,114.20833333333331
2020-10-05,41,15507.0,101.275,101.275
2020-10-05,41,15516.0,56.453333333333326,56.453333333333326
2020-10-05,41,15535.0,170.22666666666666,170.22666666666666
2020-10-05,41,15547.0,673.5133333333333,673.5133333333333
2020-10-05,41,15550.0,243.22333333333333,243.22333333333333
2020-10-05,41,15553.0,709.2166666666667,709.2166666666667
2020-10-05,41,15558.0,61.68333333333333,61.68333333333333
2020-10-05,41,15560.0,290.5933333333333,290.5933333333333
2020-10-05,41,15562.0,879.0466666666669,879.0466666666669
2020-10-05,41,15566.0,105.08833333333334,105.08833333333334
2020-10-05,41,15578.0,649.16,649.16
2020-10-05,41,15582.0,234.445,234.445
2020-10-05,41,15588.0,194.0366666666667,194.0366666666667
2020-10-05,41,15598.0,193.34666666666666,193.34666666666666
2020-10-05,41,15605.0,225.8383333333333,225.8383333333333
2020-10-05,41,15606.0,199.99166666666667,199.99166666666667
2020-10-05,41,15611.0,70.56666666666666,70.56666666666666
2020-10-05,41,15612.0,223.4666666666667,223.4666666666667
2020-10-05,41,15614.0,661.7216666666667,684.365
2020-10-05,41,15615.0,158.16000000000003,158.16000000000003
2020-10-05,41,7000011.0,185.18,185.18
2020-10-05,41,7000018.0,157.775,157.775
2020-10-05,41,7000029.0,113.67166666666665,113.67166666666665
2020-10-05,41,7000031.0,46.574999999999996,46.574999999999996
2020-10-05,41,7000032.0,724.2533333333333,724.2533333333333
2020-10-05,41,7000038.0,99.79,99.79
2020-10-05,41,7000041.0,418.8566666666667,418.8566666666667
2020-10-05,41,7000042.0,121.53999999999999,121.53999999999999
2020-10-05,41,7000045.0,98.49333333333334,98.49333333333334
2020-10-05,41,7000052.0,99.55166666666668,99.55166666666668
2020-10-05,41,7000054.0,251.05666666666667,251.05666666666667
2020-10-05,41,7000056.0,167.5066666666667,167.5066666666667
2020-10-05,41,7000059.0,52.95333333333333,52.95333333333333
2020-10-05,41,7000062.0,74.80166666666666,74.80166666666666
2020-10-05,41,7000063.0,103.68,103.68
2020-10-05,41,7000066.0,73.84166666666667,73.84166666666667
2020-10-05,41,7000067.0,334.47,334.47
2020-10-06,41,2001.0,165.87166666666667,165.87166666666667
2020-10-06,41,2006.0,322.9,322.9
2020-10-06,41,2019.0,347.56333333333333,347.56333333333333
2020-10-06,41,2026.0,319.7816666666667,319.7816666666667
2020-10-06,41,2040.0,243.58333333333334,243.58333333333334
2020-10-06,41,2047.0,380.71000000000004,380.71000000000004
2020-10-06,41,2057.0,239.18166666666667,239.18166666666667
2020-10-06,41,2068.0,324.18666666666667,324.18666666666667
2020-10-06,41,2072.0,306.645,306.645
2020-10-06,41,2120.0,141.4066666666667,141.4066666666667
2020-10-06,41,2149.0,129.69000000000003,129.69000000000003
2020-10-06,41,2158.0,138.14000000000001,138.14000000000001
2020-10-06,41,2167.0,239.34500000000003,239.34500000000003
2020-10-06,41,10124.0,106.68666666666665,106.68666666666665
2020-10-06,41,10228.0,112.67833333333334,112.67833333333334
2020-10-06,41,14340.0,129.36666666666667,129.36666666666667
2020-10-06,41,14347.0,377.39666666666665,377.39666666666665
2020-10-06,41,14417.0,449.52833333333325,449.52833333333325
2020-10-06,41,15076.0,29.216666666666665,29.216666666666665
2020-10-06,41,15083.0,438.1000000000001,438.1000000000001
2020-10-06,41,15102.0,97.16666666666667,97.16666666666667
2020-10-06,41,15107.0,159.05,159.05
2020-10-06,41,15110.0,140.27166666666668,140.27166666666668
2020-10-06,41,15112.0,413.285,413.285
2020-10-06,41,15138.0,115.06666666666666,115.06666666666666
2020-10-06,41,15143.0,272.99833333333333,272.99833333333333
