instance;Del;Order;Cust;Driver;Load;ArrDock;FinDock;ArrDel;Waiting;StartDel;FinDel;ELT;LTW;Cap;rank;Prev;TravelToDock;Dock;TravelToDel;Next;Depot
20201126;539;0;0;7;1;745.875;746.875;780;0;780;782;780;2380;8;100000;763;43.085;951;23.125;963;2
20201126;540;1;1;20;1;882.917;883.917;900;0;900;902;900;2500;8;100000;765;39.9167;952;6.08333;1291;5
20201126;541;2;2;17;2;387.862;388.943;420;0;420;424;420;2020;8;100000;34;0;953;21.0567;1166;1
20201126;542;3;3;70;2;594.132;595.465;660;0;660;664;660;2260;8;100000;789;25.4917;954;54.535;141;6
20201126;543;4;4;99;2;660.987;662.068;690.394;-0.394414;690.394;694.394;690;2290;8;100000;644;61.89;955;18.3267;1213;1
20201126;544;5;5;38;2.5;798.708;800.708;840;0;840;845;840;2440;8;100000;625;44.1667;956;29.2917;77;2
20201126;545;6;6;37;2.5;891.528;893.252;926.752;3.24753;930;935;930;2530;8;100000;550;4.67833;957;23.5;75;3
20201126;546;7;7;109;3;563.804;565.426;591.211;8.78901;600;606;600;2200;8;100000;706;21.7017;958;15.785;976;1
20201126;547;8;8;85;3;600.408;602.808;656.132;3.86833;660;666;660;2260;8;100000;170;47.505;959;43.3233;171;0
20201126;548;9;9;103;4;632.872;635.538;680.112;9.88833;690;698;690;2290;8;100000;707;23.7283;960;34.5733;207;6
20201126;549;10;10;92;4;764.25;766.917;822.815;-12.815;822.815;830.815;810;2410;8;100000;714;19.865;961;45.8983;185;5
20201126;550;11;11;37;4;812.307;815.065;829.537;10.4629;840;848;840;2440;8;100000;938;4.67833;962;4.47167;957;3
20201126;551;12;12;7;4;868.165;870.923;900;0;900;908;900;2500;8;100000;539;25.7883;963;19.0767;15;3
20201126;552;13;13;45;5;346.163;350.163;420;0;420;430;420;2020;8;100000;90;0;964;59.8367;1132;0
20201126;553;14;14;30;5;928.299;931.002;960;0;960;970;960;2560;8;100000;822;36.0933;965;18.9983;61;1
20201126;554;15;15;39;5.5;838.584;843.298;874.497;25.5033;900;911;900;2500;8;100000;660;1.02;966;21.1983;79;4
20201126;555;16;16;13;5.5;857.927;860.9;886.152;13.8483;900;911;900;2500;8;100000;762;18.6833;967;15.2517;27;1
