instance;Del;Order;Cust;Driver;Load;ArrDock;FinDock;ArrDel;Waiting;StartDel;FinDel;ELT;LTW;Cap;rank;Prev;TravelToDock;Dock;TravelToDel;Next;Depot
20201010;44;0;0;4;3;556.403;558.975;587.836;12.1636;600;606;600;666;8;100000;59;5.31833;82;18.8617;109;0
20201010;45;1;1;0;8;380.47;387.327;420;0;420;436;420;504;8;100000;0;0;83;22.6733;89;0
20201010;46;1;1;1;4;399.898;403.327;436;0;436;444;420;504;8;100000;2;0;84;22.6733;86;0
20201010;47;2;2;6;8;604.403;611.26;651.037;8.96286;660;676;660;746;8;100000;62;5.31833;85;29.7767;112;0
20201010;48;2;2;1;5;636.403;640.689;680.466;-4.46571;680.466;690.466;660;746;8;100000;46;22.1483;86;29.7767;3;0
20201010;49;3;3;2;8;492.403;499.26;534.117;5.88286;540;556;540;636;8;100000;57;5.31833;87;24.8567;106;0
20201010;50;3;3;3;8;524.403;531.26;566.117;-10.1171;566.117;582.117;540;636;8;100000;58;5.31833;88;24.8567;107;0
20201010;51;3;3;0;2;558.975;560.689;595.546;-13.4286;595.546;599.546;540;636;8;100000;45;22.1483;89;24.8567;1;0
20201010;52;4;4;10;1;867.546;868.403;885;0.857143;885.857;887.857;445;947;8;100000;76;5.31833;90;6.59667;21;0
20201010;53;5;4;5;3;813.832;816.403;833;0;833;839;445;947;8;100000;72;5.31833;91;6.59667;11;0
20201010;54;6;4;8;8;816.403;823.26;839.857;-0.857143;839.857;855.857;445;947;8;100000;73;5.31833;92;6.59667;17;0
20201010;55;6;4;4;8;831.546;838.403;855;0.857143;855.857;871.857;445;947;8;100000;71;5.31833;93;6.59667;9;0
20201010;56;6;4;6;7;848.403;854.403;871;0.857143;871.857;885.857;445;947;8;100000;79;5.31833;94;6.59667;13;0
20201010;57;7;4;2;8;421.546;428.403;445;0;445;461;445;947;8;100000;4;0;95;6.59667;87;0
20201010;58;7;4;3;8;437.546;444.403;461;0;461;477;445;947;8;100000;6;0;96;6.59667;88;0
20201010;59;7;4;4;8;453.546;460.403;477;0;477;493;445;947;8;100000;8;0;97;6.59667;82;0
20201010;60;7;4;5;8;469.546;476.403;493;0;493;509;445;947;8;100000;10;0;98;6.59667;110;0
20201010;61;7;4;7;8;485.546;492.403;509;0;509;525;445;947;8;100000;14;0;99;6.59667;108;0
20201010;62;7;4;6;8;501.546;508.403;525;0;525;541;445;947;8;100000;12;0;100;6.59667;85;0
20201010;63;7;4;8;8;517.546;524.403;541;0;541;557;445;947;8;100000;16;0;101;6.59667;111;0
20201010;64;7;4;9;8;533.546;540.403;557;0;557;573;445;947;8;100000;18;0;102;6.59667;113;0
20201010;65;7;4;10;8;549.546;556.403;573;0;573;589;445;947;8;100000;20;0;103;6.59667;114;0
20201010;66;7;4;11;8;565.546;572.403;589;0;589;605;445;947;8;100000;22;0;104;6.59667;115;0
20201010;67;7;4;12;8;581.546;588.403;605;0;605;621;445;947;8;100000;24;0;105;6.59667;116;0
20201010;68;7;4;2;8;597.546;604.403;621;0;621;637;445;947;8;100000;49;22.9217;106;6.59667;119;0
20201010;69;7;4;3;8;613.546;620.403;637;0;637;653;445;947;8;100000;50;22.9217;107;6.59667;7;0
20201010;70;7;4;7;8;629.546;636.403;653;0;653;669;445;947;8;100000;61;5.31833;108;6.59667;118;0
20201010;71;7;4;4;8;645.546;652.403;669;0;669;685;445;947;8;100000;44;18.2333;109;6.59667;93;0
20201010;72;7;4;5;8;661.546;668.403;685;0;685;701;445;947;8;100000;60;5.31833;110;6.59667;91;0
20201010;73;7;4;8;8;677.546;684.403;701;0;701;717;445;947;8;100000;63;5.31833;111;6.59667;92;0
20201010;74;7;4;6;8;693.546;700.403;717;0;717;733;445;947;8;100000;47;29.01;112;6.59667;117;0
20201010;75;7;4;9;8;709.546;716.403;733;0;733;749;445;947;8;100000;64;5.31833;113;6.59667;19;0
20201010;76;7;4;10;8;725.546;732.403;749;0;749;765;445;947;8;100000;65;5.31833;114;6.59667;90;0
20201010;77;7;4;11;8;741.546;748.403;765;0;765;781;445;947;8;100000;66;5.31833;115;6.59667;23;0
20201010;78;7;4;12;8;757.546;764.403;781;0;781;797;445;947;8;100000;67;5.31833;116;6.59667;25;0
20201010;79;7;4;6;8;773.546;780.403;797;0;797;813;445;947;8;100000;74;5.31833;117;6.59667;94;0
20201010;80;7;4;7;8;789.546;796.403;813;0;813;829;445;947;8;100000;70;5.31833;118;6.59667;15;0
20201010;81;7;4;2;2;810.689;812.403;829;0;829;833;445;947;8;100000;68;5.31833;119;6.59667;5;0
